Date,Source Gas/Oil Price Name,Argent Gas/Oil Category,Argent Gas/Oil Price Name,Price EUR/mt
19/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,626.899021
19/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
19/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,806.7440174
19/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,856.5989848
19/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,729.6954315
19/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
20/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,791.3343002
20/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,777.7374909
20/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,854.7860769
20/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1206.032451
20/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1130.873822
20/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1176.196519
20/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,947.24438
20/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-139.8839739
20/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-155.8738216
20/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-163.14
20/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,817.3948513
20/05/2023,D-AAYWT00,MGO,MGO 0.1%,603.9249456
20/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
20/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,623.2596084
20/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1831.508339
20/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1941.914431
20/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1866.370558
20/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,694.3437273
20/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
20/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,695
20/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,795
20/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2777.64
20/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,854.735
20/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,626.899021
20/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
20/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,806.7440174
20/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,856.5989848
20/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,729.6954315
20/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
21/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,791.3343002
21/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,777.7374909
21/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,854.7860769
21/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1206.032451
21/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1130.873822
21/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1176.196519
21/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,947.24438
21/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-139.8839739
21/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-155.8738216
21/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-163.14
21/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,817.3948513
21/05/2023,D-AAYWT00,MGO,MGO 0.1%,603.9249456
21/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
21/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,623.2596084
21/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1831.508339
21/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1941.914431
21/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1866.370558
21/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,694.3437273
21/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
21/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,695
21/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,795
21/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2777.64
21/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,854.735
21/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,626.899021
21/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
21/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,806.7440174
21/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,856.5989848
21/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,729.6954315
21/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
22/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,784.9891226
22/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,771.3923133
22/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,798.5859318
22/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1204.47335
22/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1104.550399
22/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1149.873096
22/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,947.24438
22/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-139.8839739
22/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-155.8738216
22/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-163.14
22/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,812.8625816
22/05/2023,D-AAYWT00,MGO,MGO 0.1%,599.6192893
22/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
22/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,617.657723
22/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1825.435098
22/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1935.841189
22/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1860.297317
22/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,686.2672226
22/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
22/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,675
22/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,795
22/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2770.77
22/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,896.62
22/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,664.8658448
22/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
22/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,802.2117476
22/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,852.066715
22/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,729.6954315
22/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
23/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,769.5794054
23/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,755.9825961
23/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,805.8375635
23/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1200.67984
23/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1098.948513
23/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1144.271211
23/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,947.24438
23/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-143.8814358
23/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-153.8796229
23/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-164.245
23/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,796.9996374
23/05/2023,D-AAYWT00,MGO,MGO 0.1%,604.8313996
23/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
23/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,623.0601885
23/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1831.29079
23/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1941.696882
23/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1866.153009
23/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,674.3473532
23/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
23/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,660
23/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,770
23/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2777.4
23/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,873.25
23/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,642.6803843
23/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
23/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,793.1472081
23/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,852.066715
23/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,743.2922408
23/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
24/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,782.2697607
24/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,768.6729514
24/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,818.5279188
24/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1199.224982
24/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1064.367295
24/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1109.689993
24/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,942.7121102
24/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-143.8814358
24/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-159.8712835
24/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-167.55
24/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,800.6254532
24/05/2023,D-AAYWT00,MGO,MGO 0.1%,612.5362582
24/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
24/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,630.7831762
24/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1839.65736
24/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1950.063452
24/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1874.519579
24/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,672.1174764
24/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
24/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,660
24/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,770
24/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2786.87
24/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,878.545
24/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,644.4842277
24/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
24/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,793.1472081
24/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,852.066715
24/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,743.2922408
24/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
25/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,797.6794779
25/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,784.0826686
25/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,823.9666425
25/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1199.224982
25/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1077.674039
25/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1122.996737
25/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,942.7121102
25/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-143.8814358
25/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-159.8712835
25/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-167.55
25/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,797.4528644
25/05/2023,D-AAYWT00,MGO,MGO 0.1%,595.5402466
25/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
25/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,613.7962292
25/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1821.256345
25/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1931.662437
25/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1856.118564
25/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,685.6236403
25/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
25/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,657.5
25/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,780
25/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2766.03
25/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,878.545
25/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,644.4842277
25/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
25/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,815.8085569
25/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,852.066715
25/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,743.2922408
25/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
26/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,821.2472806
26/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,807.6504714
26/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,856.5989848
26/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1199.224982
26/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1088.905004
26/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1134.227701
26/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,942.7121102
26/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-143.8814358
26/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-159.8712835
26/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-167.55
26/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,833.2577955
26/05/2023,D-AAYWT00,MGO,MGO 0.1%,607.0975344
26/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
26/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,625.0271936
26/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1833.420957
26/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1891.524656
26/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1856.662437
26/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,702.8462654
26/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
26/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,657.5
26/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,790
26/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2779.81
26/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,878.545
26/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,644.4842277
26/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
26/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,815.8085569
26/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,852.066715
26/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,743.2922408
26/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
27/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,821.2472806
27/05/2023,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,807.6504714
27/05/2023,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,856.5989848
27/05/2023,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1199.224982
27/05/2023,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1088.905004
27/05/2023,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1134.227701
27/05/2023,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,942.7121102
27/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,-143.8814358
27/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,-159.8712835
27/05/2023,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,-167.55
27/05/2023,D-AAWGJ00,Biodiesel,SME fob ARA,833.2577955
27/05/2023,D-AAYWT00,MGO,MGO 0.1%,607.0975344
27/05/2023,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,126.9035533
27/05/2023,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,625.0271936
27/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,1833.420957
27/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,1891.524656
27/05/2023,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,1856.662437
27/05/2023,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,702.8462654
27/05/2023,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,711.5663524
27/05/2023,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,657.5
27/05/2023,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,790
27/05/2023,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,2779.81
27/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,878.545
27/05/2023,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,644.4842277
27/05/2023,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,700
27/05/2023,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,815.8085569
27/05/2023,UCO (used cooking oil) fob ARA_midpoint,Feedstocks,UCO fob ARA,852.066715
27/05/2023,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,743.2922408
27/05/2023,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,775.0181291
28/05/2023,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,821.2472806
